,obs,name,jd,mnvel,errvel,sval,cts,tel
2486,,10700,2452539.926725,0.15553899772467616,1.7262313,,129277.0,k
2487,,10700,2452572.937535,1.4816879845410824,1.4083116,,112792.0,k
2488,,10700,2452573.8386,1.9623474694043637,1.5499451,,131290.0,k
2489,,10700,2452573.839711,3.0881714440137387,1.6022067,,115452.0,k
2490,,10700,2452574.914745,10.179785213544989,1.7128716,,111809.0,k
2491,,10700,2452575.87287,5.479422054365301,1.9145569,,94146.0,k
2492,,10700,2452575.874155,4.426878414228582,1.6613638,,102676.0,k
2493,,10700,2452600.719248,1.0955872154981137,1.3565617,,114897.0,k
2494,,10700,2452600.72037,-1.4839797400682926,1.4247228,,129095.0,k
2495,,10700,2452601.877535,-1.29286340706048,1.3732504,,124594.0,k
2496,,10700,2452601.878669,3.307882747724676,1.6033722,,102111.0,k
2497,,10700,2452602.818623,5.71140905387702,1.6009928,,123605.0,k
2498,,10700,2452602.819688,0.9664597130567074,1.6648334,,115044.0,k
2499,,10700,2452651.757234,2.5457748986035824,1.5771846,,63631.0,k
2500,,10700,2452651.758449,-2.5432982825487613,1.5457131,,129451.0,k
2501,,10700,2452651.759549,-0.6414199256151676,1.4054841,,129216.0,k
2502,,10700,2452830.12934,-2.171617069169855,1.4462563,,142195.0,k
2503,,10700,2452830.130509,-1.9429564856737613,1.5930545,,152328.0,k
2504,,10700,2452832.119722,-4.431825199052668,1.5348144,,118011.0,k
2505,,10700,2452832.120833,-4.193604984208918,1.5579283,,99641.0,k
2506,,10700,2452833.095116,-1.9144606970995426,1.70339,,129228.0,k
2507,,10700,2452833.096227,1.4939179039746762,1.8294469,,96646.0,k
2508,,10700,2452834.12522,1.306044063642645,1.607111,,124827.0,k
2509,,10700,2452834.126319,2.1028732872754574,1.6976185,,113652.0,k
2510,,10700,2452835.119167,1.07798620231452,1.7095162,,109226.0,k
2511,,10700,2452835.120278,-2.2080703162401676,1.7489648,,129414.0,k
2512,,10700,2452836.076968,2.2072815514356137,1.5265036,,111871.0,k
2513,,10700,2452836.078866,-0.3128066443651676,1.5344819,,111427.0,k
2514,,10700,2452849.084606,-2.5259642981737613,1.5109171,,116399.0,k
2515,,10700,2452850.040035,-1.34034875862298,1.3872519,,113696.0,k
2516,,10700,2452850.041181,-0.6953750037401676,1.4449875,,117190.0,k
2517,,10700,2452851.133125,-0.8435683631151676,1.5460169,,136692.0,k
2518,,10700,2452851.134595,3.502401790693426,1.5553685,,134341.0,k
2519,,10700,2452854.133947,-2.890786685869074,1.410032,,102111.0,k
2520,,10700,2452854.135058,-3.33741907112298,1.4498458,,110899.0,k
2521,,10700,2452855.135139,3.201101741865301,1.5353976,,94442.0,k
2522,,10700,2452855.136227,3.1912216759473324,1.4242051,,103635.0,k
2523,,10700,2452856.122731,5.25651403434577,1.4710567,,99383.0,k
2524,,10700,2452856.131701,-2.532784976884699,1.5668794,,99602.0,k
2525,,10700,2452897.918171,0.33266302116217616,1.4049294,,124175.0,k
2526,,10700,2452897.919259,2.74619909293952,1.6126893,,120648.0,k
2527,,10700,2452899.034005,-1.9434523963182926,1.4635961,,131007.0,k
2528,,10700,2452924.929896,2.386434993818426,1.5069017,,127177.0,k
2529,,10700,2452924.931007,0.9065460778028012,1.7217838,,107827.0,k
2530,,10700,2452926.059815,0.48197027213873866,1.532453,,120307.0,k
2531,,10700,2452926.061053,1.3439850426465512,1.5194118,,120267.0,k
2532,,10700,2452987.74191,-2.6015563391893863,1.5257965,,104485.0,k
2533,,10700,2452987.743206,-2.4439406775682926,1.6606897,,103278.0,k
2534,,10700,2452988.758229,-1.85572961799798,1.411563,,126577.0,k
2535,,10700,2452988.760324,-3.349557437822199,1.5072712,,113368.0,k
2536,,10700,2452989.765208,-4.766831912919855,1.4445269,,129821.0,k
2537,,10700,2452989.779896,-1.4648452185839176,1.4193125,,123507.0,k
2538,,10700,2453014.73765,0.5376648522168637,1.5870745,,106161.0,k
2539,,10700,2453014.738831,-0.16024927131829259,1.659217,,108359.0,k
2540,,10700,2453014.739907,0.3220963097363949,1.5556244,,123078.0,k
2541,,10700,2453015.741655,1.457777462080145,1.3739612,,113932.0,k
2542,,10700,2453015.742743,1.700025997236395,1.4525481,,115389.0,k
2543,,10700,2453015.7438540002,-4.691346683427668,1.5967203,,151061.0,k
2544,,10700,2453016.743495,-1.0892882727831363,1.8056064,,41883.0,k
2545,,10700,2453016.744618,2.764303646162176,1.5877185,,81033.0,k
2546,,10700,2453016.745706,1.018202266767645,1.5637074,,145140.0,k
2547,,10700,2453016.746782,1.4974884606153012,1.4889165,,132691.0,k
2548,,10700,2453016.74787,-1.4041991614550113,1.543894,,156045.0,k
2549,,10700,2453017.760208,-2.9110961341112613,1.7124859,,84848.0,k
2550,,10700,2453017.761389,2.5498413658887387,1.4297435,,116462.0,k
2551,,10700,2453017.762535,-2.5735793494432926,1.5785006,,127400.0,k
2552,,10700,2453045.70397,0.8381790734082699,1.5220517,,107321.0,k
2553,,10700,2453180.127523,3.42295690543952,1.3526345,,120308.0,k
2554,,10700,2453181.126227,-14.229562320634699,1.7017691,,125775.0,k
2555,,10700,2453182.12184,-0.027688541337823835,1.4048985,,123558.0,k
2556,,10700,2453190.106227,-4.105012454912043,1.3832511,,131995.0,k
2557,,10700,2453190.107338,0.41060491569342616,1.387495,,108358.0,k
2558,,10700,2453191.123275,5.811521968916082,1.3288513,,126943.0,k
2559,,10700,2453191.12441,-1.2909560584276676,1.3116152,,141347.0,k
2560,,10700,2453196.1064,-3.8792052649706363,2.7568715,,19277.0,k
2561,,10700,2453196.107535,-8.068650760576105,1.9833924,,43425.0,k
2562,,10700,2453197.128067,-7.42286828987298,1.647854,,104340.0,k
2563,,10700,2453197.129259,-8.745004215165949,1.5481598,,87787.0,k
2564,,10700,2453197.130428,-7.19905237190423,1.4296737,,100393.0,k
2565,,10700,2453199.129144,-1.3393874549120426,1.371268,,122398.0,k
2566,,10700,2453199.130243,0.24194189079108241,1.555377,,88681.0,k
2567,,10700,2453199.131331,0.6623978234082699,1.321545,,101409.0,k
2568,,10700,2453200.132002,-0.5929046057909488,1.5439317,,111598.0,k
2569,,10700,2453200.133079,-2.9862990760057926,1.4561446,,124561.0,k
2570,,10700,2453200.134178,1.959791622236395,1.5126501,,123228.0,k
2571,,10700,2453200.135243,1.1306366539746762,1.6831865,,128815.0,k
2572,,10700,2453207.1025,-0.06858209602532384,1.5847796,,81994.0,k
2573,,10700,2453207.103576,-5.309617557451105,1.5992167,,106230.0,k
2574,,10700,2453207.104653,-3.387803592607355,1.544351,,101217.0,k
2575,,10700,2453208.077488,-2.884019412919855,1.891637,,44538.0,k
2576,,10700,2453208.081632,-5.099832096025324,1.3747543,,101329.0,k
2577,,10700,2453208.08272,-1.472825565263605,1.521238,,134136.0,k
2578,bj01.238,10700,2453238.075984,-5.54553468972108,1.0960503,0.16699999999999998,122354.0,j
2579,bj01.242,10700,2453238.089456,-2.1322397905935304,1.2294941,0.168,119875.0,j
2580,bj01.246,10700,2453238.099201,-3.3702833157447003,1.2263615,0.16699999999999998,138002.0,j
2581,bj01.481,10700,2453239.136725,-8.225219186676384,1.142666,0.168,157887.0,j
2582,bj01.483,10700,2453239.138785,-6.165679095481096,1.1925436,0.16699999999999998,174623.0,j
2583,bj01.485,10700,2453239.141215,-4.421842814405238,1.0386721,0.16699999999999998,161886.0,j
2584,bj01.719,10700,2453239.965984,-6.24119345236133,1.1992862,0.166,151309.0,j
2585,bj01.724,10700,2453239.98213,-6.705235704574932,1.0958711,0.16699999999999998,173257.0,j
2586,bj01.727,10700,2453239.987986,-4.620959427437128,1.1619626,0.16699999999999998,171181.0,j
2587,bj01.1076,10700,2453241.02,-3.653349829712056,1.1160136,0.16699999999999998,150804.0,j
2588,bj01.1081,10700,2453241.031863,-6.758478069013705,0.9948944,0.16699999999999998,142007.0,j
2589,bj02.147,10700,2453301.801887,-1.4383135330906924,1.3537406,0.16699999999999998,115804.0,j
2590,bj02.148,10700,2453301.8025930002,-1.1807316615435184,1.2223084,0.16699999999999998,125537.0,j
2591,bj02.149,10700,2453301.80316,-1.5096345780470521,1.2352486,0.168,124774.0,j
2592,bj02.150,10700,2453301.803796,-0.6107368889255689,1.2702253,0.168,150593.0,j
2593,bj02.151,10700,2453301.804398,1.0383934095046037,1.257156,0.16699999999999998,99288.0,j
2594,bj02.547,10700,2453302.835463,-2.0857890394238225,1.235767,0.16699999999999998,150251.0,j
2595,bj02.548,10700,2453302.836019,-2.2092343977635345,1.1948385,0.16699999999999998,146303.0,j
2596,bj02.549,10700,2453302.836562,-5.163843261940059,1.1776646,0.16699999999999998,129786.0,j
2597,bj02.961,10700,2453303.895799,-4.827575661109883,1.0637449,0.16699999999999998,130214.0,j
2598,bj02.962,10700,2453303.896389,-3.9016264210937663,1.1184834,0.16699999999999998,112719.0,j
2599,bj03.163,10700,2453338.757512,-1.2701685314901532,1.1974949,0.16699999999999998,118881.0,j
2600,bj03.164,10700,2453338.758924,-0.7146654139711437,1.0476387,0.16699999999999998,137684.0,j
2601,bj03.165,10700,2453338.759583,-0.8934143685221301,1.0817224,0.16699999999999998,123168.0,j
2602,bj03.166,10700,2453338.760324,-2.838733420822326,1.0728608,0.166,120018.0,j
2603,bj03.555,10700,2453339.769676,0.38008211044790485,1.0352658,0.166,128540.0,j
2604,bj03.556,10700,2453339.770243,1.1777448273450446,1.1035373,0.16699999999999998,105765.0,j
2605,bj03.557,10700,2453339.770833,-0.014655953037603808,1.1964697,0.16699999999999998,100605.0,j
2606,bj04.399,10700,2453368.835336,-4.713170719652658,0.92904,0.16699999999999998,122142.0,j
2607,bj04.400,10700,2453368.835914,-5.456684717863419,0.9841489,0.16699999999999998,120708.0,j
2608,bj04.401,10700,2453368.836493,-2.4076038425249267,1.0007089,0.16699999999999998,106869.0,j
2609,bj04.837,10700,2453369.756667,-1.9384006435101897,0.8973103,0.166,129421.0,j
2610,bj04.838,10700,2453369.757245,-3.1087141187178338,0.9156832,0.16699999999999998,132324.0,j
2611,bj04.839,10700,2453369.757801,-1.5465583127870701,0.81881684,0.166,132130.0,j
2612,bj04.1178,10700,2453370.721042,-2.615611162497075,1.2231729,0.16699999999999998,53383.0,j
2613,bj04.1179,10700,2453370.723403,-3.9388575263322356,0.98740387,0.16699999999999998,98353.0,j
2614,bj04.1180,10700,2453370.724178,-2.931533404150126,0.9824675,0.16699999999999998,112140.0,j
2615,bj05.121,10700,2453397.732257,1.2947522626880055,0.99070966,0.16699999999999998,104090.0,j
2616,bj05.122,10700,2453397.733056,-1.4959602175470437,0.9739569,0.166,130921.0,j
2617,bj05.123,10700,2453397.733669,1.6503179198967235,0.89544034,0.16699999999999998,134424.0,j
2618,bj05.560,10700,2453398.739097,0.9005805604729513,0.9561488,0.16699999999999998,119245.0,j
2619,bj05.561,10700,2453398.73963,0.33446955585466753,0.97579455,0.16699999999999998,123895.0,j
2620,bj05.562,10700,2453398.740185,1.9773857101396963,0.9130741,0.16699999999999998,125739.0,j
2621,bj05.908,10700,2453399.703912,0.17029025851380553,0.9221482,0.166,116709.0,j
2622,bj05.909,10700,2453399.704514,0.7223321728417531,0.94367456,0.166,114331.0,j
2623,bj05.910,10700,2453399.705104,2.6708074516366738,0.9265299,0.165,104105.0,j
2624,bj05.1211,10700,2453400.715567,2.4993006442955155,1.0233405,0.16699999999999998,105768.0,j
2625,bj05.1212,10700,2453400.716134,2.2452345357920773,1.1333548,0.16699999999999998,96705.0,j
2626,bj05.1213,10700,2453400.716748,-0.7671586847540368,0.9923409,0.16699999999999998,122969.0,j
2627,bj06.284,10700,2453425.746655,-1.9808517061792799,1.0588123,0.165,97710.0,j
2628,bj06.285,10700,2453425.747303,-0.9869267308735239,1.0979861,0.16399999999999998,107272.0,j
2629,bj06.286,10700,2453425.74794,0.8691994440030726,1.100403,0.16399999999999998,95000.0,j
2630,bj06.604,10700,2453426.708657,-1.714382150476851,1.1213872,0.16699999999999998,99925.0,j
2631,bj06.605,10700,2453426.7092709998,-2.1204925350179806,1.0370333,0.166,115052.0,j
2632,bj06.606,10700,2453426.71,-2.6194467926372553,1.1266602,0.16699999999999998,103078.0,j
2633,bj06.1013,10700,2453427.707593,1.6759167370436643,1.1153394,0.168,119076.0,j
2634,bj06.1014,10700,2453427.708148,0.9145090020017648,1.0251547,0.16699999999999998,99258.0,j
2635,bj06.1015,10700,2453427.708762,0.32564614143853987,1.0928477,0.166,108351.0,j
2636,bj08.1274,10700,2453550.129375,-2.092552351438826,1.1364673,0.16699999999999998,111053.0,j
2637,bj08.1275,10700,2453550.129942,0.1608477281442049,0.954506,0.16699999999999998,112723.0,j
2638,bj08.1276,10700,2453550.130486,0.3097756979023245,0.9956507,0.16699999999999998,117256.0,j
2639,bj08.1277,10700,2453550.13103,1.0752066978890298,1.030037,0.16699999999999998,116893.0,j
2640,bj08.1278,10700,2453550.131586,0.5205726648907785,1.0421827,0.166,106890.0,j
2641,bj08.1656,10700,2453551.132905,-2.4866727493151757,1.089934,0.16699999999999998,124708.0,j
2642,bj08.1657,10700,2453551.133449,-0.963005759920577,1.012786,0.16699999999999998,112934.0,j
2643,bj08.1658,10700,2453551.134016,-3.0231171222526427,1.0722688,0.16699999999999998,124090.0,j
2644,bj08.1659,10700,2453551.134572,-3.058096971586565,1.0016944,0.16699999999999998,127044.0,j
2645,bj08.2065,10700,2453552.130255,0.7791536178444005,1.1373922,0.166,109780.0,j
2646,bj08.2066,10700,2453552.130845,-5.215947747882211,1.1943555,0.16699999999999998,122080.0,j
2647,bj08.2067,10700,2453552.131435,-3.4190946498047197,1.1917647,0.16699999999999998,99421.0,j
2648,bj08.2068,10700,2453552.132153,-3.5750699746336068,1.1439229,0.16699999999999998,94684.0,j
2649,bj09.250,10700,2453571.123519,-3.9314274904453725,0.94693387,0.16699999999999998,126838.0,j
2650,bj09.251,10700,2453571.124109,-3.4641141986012087,1.0725226,0.166,117402.0,j
2651,bj09.252,10700,2453571.124734,-1.6230825194299996,1.033401,0.16699999999999998,104909.0,j
2652,bj11.222,10700,2453603.095139,-4.146484873980057,1.0570003,0.16699999999999998,112582.0,j
2653,bj11.223,10700,2453603.095694,-2.0306051388492676,1.065077,0.16699999999999998,129414.0,j
2654,bj11.224,10700,2453603.096238,-5.24970248263196,1.1013417,0.16699999999999998,113287.0,j
2655,bj11.642,10700,2453604.094896,10.843158315780755,1.3229148,0.16699999999999998,135460.0,j
2656,bj11.643,10700,2453604.095451,12.332120552874585,1.2278379,0.16699999999999998,124989.0,j
2657,bj11.644,10700,2453604.095995,9.467421087142498,1.213994,0.16699999999999998,129437.0,j
2658,bj11.1021,10700,2453605.105995,-1.4357321164861787,0.95932484,0.16699999999999998,143260.0,j
2659,bj11.1022,10700,2453605.106551,-3.6861481626935984,0.9537333,0.16699999999999998,129840.0,j
2660,bj11.1023,10700,2453605.10713,-5.203547599962803,1.0211815,0.16699999999999998,116497.0,j
2661,bj13.141,10700,2453692.899028,-1.0542616838545484,1.0673274,0.16699999999999998,140222.0,j
2662,bj13.142,10700,2453692.899664,-2.967366019455433,1.0511867,0.168,134452.0,j
2663,bj13.143,10700,2453692.900266,-1.355016344546712,1.1394731,0.16699999999999998,113341.0,j
2664,bj13.144,10700,2453692.900891,-1.0821052793560142,1.0292245,0.168,125636.0,j
2665,bj13.145,10700,2453692.901505,-1.5644354989421885,1.0275528,0.168,128635.0,j
2666,bj13.554,10700,2453693.840984,-2.256126862153309,1.1437267,0.168,106546.0,j
2667,bj13.555,10700,2453693.841644,-2.4808479953058225,1.0794207,0.166,130830.0,j
2668,bj13.556,10700,2453693.84228,0.3775240186545403,1.0694381,0.16699999999999998,166215.0,j
2669,bj13.616,10700,2453693.986562,1.0882520741402857,1.0100996,0.166,137029.0,j
2670,bj13.617,10700,2453693.987639,0.9771745703855075,1.0997622,0.16699999999999998,104917.0,j
2671,bj13.618,10700,2453693.98831,-1.1063222716390158,0.9969717,0.16699999999999998,124643.0,j
2672,bj13.1055,10700,2453694.782037,-0.7077181310952199,1.0224038,0.168,143231.0,j
2673,bj13.1056,10700,2453694.782731,-0.5445054163098035,1.1124246,0.168,134622.0,j
2674,bj13.1057,10700,2453694.783264,1.1120336434238638,1.0324138,0.16699999999999998,132638.0,j
2675,bj13.1529,10700,2453695.735382,-2.88519072841531,1.117423,0.16699999999999998,123748.0,j
2676,bj13.1530,10700,2453695.735914,-1.8196624682080014,1.0215153,0.16699999999999998,152399.0,j
2677,bj13.1531,10700,2453695.736481,-0.4515616300396559,0.99421567,0.168,133595.0,j
2678,bj13.1532,10700,2453695.737014,1.2507651336725871,1.0475024,0.16699999999999998,118818.0,j
2679,bj13.1533,10700,2453695.737558,-0.7640731538297203,1.0346048,0.16699999999999998,130460.0,j
2680,bj13.1561,10700,2453695.824097,-1.411401601267876,1.2247863,0.168,139584.0,j
2681,bj13.1562,10700,2453695.824641,-2.2141755500881146,1.0780647,0.16699999999999998,109223.0,j
2682,bj13.1563,10700,2453695.825174,0.5940715948182316,1.1899303,0.16699999999999998,132369.0,j
2683,bj13.2121,10700,2453696.888009,-1.6226267981648022,0.99513066,0.16699999999999998,147329.0,j
2684,bj13.2122,10700,2453696.888692,-3.513140791173356,1.0801361,0.168,127471.0,j
2685,bj13.2123,10700,2453696.889259,-2.5368991572153483,1.015356,0.16699999999999998,129435.0,j
2686,bj13.2124,10700,2453696.889954,-2.6966308889947186,1.1050935,0.16699999999999998,121058.0,j
2687,bj13.2125,10700,2453696.890625,-5.507054076633054,1.116772,0.16699999999999998,114798.0,j
2688,bj14.102,10700,2453723.8364,2.4458005540207344,0.91541433,0.16699999999999998,139991.0,j
2689,bj14.103,10700,2453723.836968,2.541616680592689,1.1108658,0.168,112325.0,j
2690,bj14.104,10700,2453723.837558,2.1314658651562866,1.0429236,0.16699999999999998,126374.0,j
2691,bj14.547,10700,2453724.781505,4.235296730013075,1.0205331,0.16699999999999998,135751.0,j
2692,bj14.548,10700,2453724.78206,3.9434127452294234,1.0886893,0.16699999999999998,140042.0,j
2693,bj14.549,10700,2453724.782627,1.8979073869155991,1.0653439,0.16699999999999998,104827.0,j
2694,bj14.550,10700,2453724.783183,2.1390331473752573,1.0840522,0.16699999999999998,123385.0,j
2695,bj14.551,10700,2453724.783738,2.2438763029840647,1.0505737,0.16699999999999998,131216.0,j
2696,bj15.167,10700,2453746.861748,-0.678777408858827,1.1063408,0.16399999999999998,101615.0,j
2697,bj15.168,10700,2453746.862731,-4.6515232927474,1.0056705,0.166,105447.0,j
2698,bj15.169,10700,2453746.863715,-3.940437128401179,1.1080693,0.161,107186.0,j
2699,bj15.170,10700,2453746.864514,-0.25663523108290365,1.0415413,0.161,101183.0,j
2700,bj15.171,10700,2453746.86588,-2.9625461050211426,1.1271547,0.16,101488.0,j
2701,bj15.528,10700,2453747.778808,-2.6905459598757924,1.087236,0.16699999999999998,121743.0,j
2702,bj15.529,10700,2453747.77941,-2.5267201583317815,1.0506169,0.16699999999999998,107720.0,j
2703,bj15.530,10700,2453747.780023,-4.315192736543256,1.0235795,0.16699999999999998,106226.0,j
2704,bj15.914,10700,2453748.717975,-3.0072487759125197,1.3954692,0.168,31435.0,j
2705,bj15.915,10700,2453748.718519,-3.2353108114472344,1.3377758,0.16699999999999998,39026.0,j
2706,bj15.916,10700,2453748.719063,-4.053775897261196,1.1065001,0.168,55548.0,j
2707,bj15.922,10700,2453748.729375,-3.3992734956560975,0.9910795,0.16699999999999998,110486.0,j
2708,bj15.1215,10700,2453749.723113,-1.6211547953180632,1.0081912,0.16699999999999998,127084.0,j
2709,bj15.1216,10700,2453749.723669,-1.471163114811001,1.0253619,0.168,111787.0,j
2710,bj15.1217,10700,2453749.724248,-1.6117341293432872,1.0166506,0.16699999999999998,118945.0,j
2711,bj15.1416,10700,2453750.708426,-1.3087161166523757,1.1507372,0.168,57675.0,j
2712,bj15.1417,10700,2453750.708981,0.9956669610300963,1.0510398,0.168,70138.0,j
2713,bj15.1418,10700,2453750.710116,-3.901728927780298,0.98556817,0.168,105733.0,j
2714,bj15.1419,10700,2453750.71066,-1.6404047694678623,0.94201785,0.168,100134.0,j
2715,bj15.1420,10700,2453750.711215,-0.35766243844185386,0.8944631,0.16699999999999998,120545.0,j
2716,bj15.1716,10700,2453751.71522,0.12681502276785794,0.92461926,0.16699999999999998,145045.0,j
2717,bj15.1717,10700,2453751.715787,0.3089175555182069,0.9203149,0.16699999999999998,124800.0,j
2718,bj15.1718,10700,2453751.716458,-0.8990032639030474,0.9949694,0.168,136126.0,j
2719,bj15.1719,10700,2453751.717002,0.08839668358547925,1.0192626,0.168,107849.0,j
2720,bj15.1720,10700,2453751.717558,1.0102099368912523,0.940869,0.16699999999999998,107718.0,j
2721,bj15.1913,10700,2453752.722454,-2.1906461529811057,0.97308016,0.168,115857.0,j
2722,bj15.1914,10700,2453752.723021,-1.6237703015319696,1.0239136,0.168,127715.0,j
2723,bj15.1915,10700,2453752.723588,-2.0157895731804576,1.0626651,0.16699999999999998,122987.0,j
2724,bj15.2314,10700,2453753.723519,-3.3676260450833384,0.85920984,0.16699999999999998,106250.0,j
